STATE,COUNTY,LAY2022FAC,LAY2022NUM,BRL2022FAC,BRL2022NUM,DRY2022FAC,DRY2022NUM,COW2022FAC,COW2022NUM,HOG2022FAC,HOG2022NUM
Georgia,Washington,,,,,,,,,,
Georgia,Wayne,1.0,270967.89084569947,,,,,,,,
Georgia,Webster,,,,,,,,,,
Georgia,Wheeler,,,,,,,,,,
Georgia,White,,,14.0,2373829.654825438,,,,,,
Georgia,Whitfield,,,13.0,2204270.393766478,,,,,,
Georgia,Wilcox,,,8.0,1356474.0884716788,3.0,2115.0,,,,
Georgia,Wilkes,,,17.0,2882507.438002317,,,,,,
Georgia,Wilkinson,,,1.0,169559.26105895985,,,,,,
Georgia,Worth,,,2.0,339118.5221179197,,,,,,
Idaho,Idaho,2.0,472509.4087563419,,,167.0,638066.0,30.0,324592.0,3.0,12994.0
Idaho,Ada,,,,,10.0,18362.0,1.0,-47.0,1.0,-47.0
Idaho,Adams,,,,,,,,,,
Idaho,Bannock,,,,,,,,,,
Idaho,BearLake,,,,,,,,,,
Idaho,Benewah,,,,,,,,,,
Idaho,Bingham,,,,,3.0,-47.0,1.0,-47.0,,
Idaho,Blaine,,,,,,,,,,
Idaho,Boise,,,,,,,,,,
Idaho,Bonner,,,,,,,,,,
Idaho,Bonneville,,,,,,,1.0,-47.0,,
Idaho,Boundary,,,,,,,,,,
Idaho,Butte,,,,,,,,,,
Idaho,Camas,,,,,,,,,,
Idaho,Canyon,,,,,21.0,42489.0,,,,
Idaho,Caribou,,,,,2.0,-47.0,,,,
Idaho,Cassia,1.0,236254.70437817095,,,20.0,70508.0,9.0,74499.0,1.0,-47.0
Idaho,Clark,,,,,,,,,,
Idaho,Clearwater,,,,,,,,,,
Idaho,Custer,,,,,,,,,,
Idaho,Elmore,,,,,4.0,28800.0,1.0,-47.0,,
Idaho,Franklin,1.0,236254.70437817095,,,5.0,3209.0,,,,
Idaho,Fremont,,,,,,,,,,
Idaho,Gem,,,,,,,1.0,-47.0,,
Idaho,Gooding,,,,,25.0,161777.0,,,,
Idaho,Idaho,,,,,,,,,,
Idaho,Jefferson,,,,,3.0,12150.0,1.0,-47.0,,
Idaho,Jerome,,,,,20.0,101632.0,5.0,17790.0,,
Idaho,Kootenai,,,,,,,,,,
Idaho,Latah,,,,,,,,,1.0,-47.0
Idaho,Lemhi,,,,,,,,,,
Idaho,Lewis,,,,,,,,,,
Idaho,Lincoln,,,,,9.0,26875.0,1.0,-47.0,,
Idaho,Madison,,,,,,,,,,
Idaho,Minidoka,,,,,4.0,18002.0,1.0,-47.0,,
Idaho,NezPerce,,,,,,,,,,
Idaho,Oneida,,,,,,,,,,
Idaho,Owyhee,,,,,4.0,22900.0,3.0,-47.0,,
Idaho,Payette,,,,,6.0,16072.0,1.0,-47.0,,
Idaho,Power,,,,,1.0,-47.0,3.0,-47.0,,
Idaho,Shoshone,,,,,,,,,,
Idaho,Teton,,,,,,,,,,
Idaho,TwinFalls,,,,,30.0,107482.0,1.0,-47.0,,
Idaho,Valley,,,,,,,,,,
Idaho,Washington,,,,,,,,,,
Illinois,Illinois,5.0,3516950.299094502,1.0,178075.81624870727,23.0,20827.0,129.0,122096.0,600.0,5131195.0
Illinois,Adams,,,,,,,3.0,2646.0,26.0,180728.0
Illinois,Alexander,,,,,,,,,,
Illinois,Bond,,,,,,,,,,
Illinois,Boone,,,,,1.0,-47.0,,,3.0,25516.0
Illinois,Brown,,,,,,,,,2.0,-47.0
Illinois,Bureau,,,,,,,1.0,-47.0,10.0,69553.0
Illinois,Calhoun,,,,,,,,,2.0,-47.0
Illinois,Carroll,,,,,1.0,-47.0,7.0,7626.0,10.0,70709.0
Illinois,Cass,,,,,,,,,5.0,70551.0
Illinois,Champaign,,,,,,,,,5.0,11350.0
Illinois,Christian,,,,,,,,,7.0,60806.0
Illinois,Clark,,,,,,,,,10.0,79492.0
Illinois,Clay,,,,,,,1.0,-47.0,8.0,97597.0
Illinois,Clinton,1.0,703390.0598189004,,,4.0,2640.0,4.0,2533.0,10.0,52555.0
Illinois,Coles,,,,,,,,,7.0,-47.0
Illinois,Cook,,,,,,,,,,
Illinois,Crawford,,,,,,,,,1.0,-47.0
Illinois,Cumberland,,,,,,,2.0,-47.0,7.0,88553.0
Illinois,DeKalb,,,,,,,3.0,6400.0,30.0,291115.0
Illinois,DeWitt,,,,,,,,,,
Illinois,Douglas,,,,,,,,,,
Illinois,DuPage,,,,,,,,,,
Illinois,Edgar,,,,,,,,,1.0,-47.0
Illinois,Edwards,,,,,,,,,4.0,-47.0
Illinois,Effingham,,,,,,,15.0,10063.0,19.0,145466.0
Illinois,Fayette,,,,,3.0,1650.0,3.0,2600.0,3.0,22856.0
Illinois,Ford,,,,,,,3.0,3552.0,6.0,50100.0
Illinois,Franklin,,,,,,,,,5.0,20785.0
Illinois,Fulton,,,,,,,1.0,-47.0,6.0,69737.0
Illinois,Gallatin,,,,,,,,,,
Illinois,Greene,,,,,,,,,4.0,-47.0
Illinois,Grundy,,,,,,,,,,
Illinois,Hamilton,,,,,,,,,,
Illinois,Hancock,,,,,,,5.0,3336.0,17.0,181834.0
Illinois,Hardin,,,,,,,,,,
Illinois,Henderson,,,,,,,,,7.0,26980.0
Illinois,Henry,,,,,,,3.0,4768.0,14.0,62880.0
Illinois,Iroquois,1.0,703390.0598189004,,,,,7.0,6604.0,10.0,95430.0
Illinois,Jackson,,,,,,,,,,
Illinois,Jasper,,,,,,,1.0,-47.0,18.0,156392.0
Illinois,Jefferson,,,,,,,,,3.0,13204.0
Illinois,Jersey,,,,,,,,,,
Illinois,JoDaviess,,,,,1.0,-47.0,3.0,2292.0,1.0,-47.0
Illinois,Johnson,,,,,,,,,,
Illinois,Kane,,,,,,,1.0,-47.0,3.0,-47.0
Illinois,Kankakee,1.0,703390.0598189004,,,,,,,1.0,-47.0
Illinois,Kendall,,,,,,,,,,
Illinois,Knox,,,,,,,1.0,-47.0,17.0,101974.0
Illinois,Lake,,,,,1.0,-47.0,,,,
Illinois,LaSalle,,,,,,,4.0,3942.0,1.0,-47.0
Illinois,Lawrence,,,,,,,,,11.0,63000.0
Illinois,Lee,,,,,,,,,7.0,26672.0
Illinois,Livingston,,,,,,,,,26.0,190940.0
Illinois,Logan,,,,,,,,,12.0,69600.0
Illinois,McDonough,,,,,,,,,9.0,88756.0
Illinois,McHenry,,,,,,,1.0,-47.0,4.0,13312.0
Illinois,McLean,,,,,2.0,-47.0,3.0,2490.0,11.0,139450.0
Illinois,Macon,,,,,,,1.0,-47.0,1.0,-47.0
Illinois,Macoupin,,,,,1.0,-47.0,5.0,4100.0,9.0,91700.0
Illinois,Madison,,,,,,,,,1.0,-47.0
Illinois,Marion,1.0,703390.0598189004,,,,,,,,
Illinois,Marshall,,,,,,,,,,
Illinois,Mason,,,,,,,,,1.0,-47.0
Illinois,Massac,,,,,,,,,,
Illinois,Menard,,,,,,,,,1.0,-47.0
Illinois,Mercer,,,,,,,,,20.0,323606.0
Illinois,Monroe,,,,,,,,,2.0,-47.0
Illinois,Montgomery,,,,,,,,,15.0,161484.0
Illinois,Morgan,,,,,,,,,4.0,21418.0
Illinois,Moultrie,,,,,,,,,1.0,-47.0
Illinois,Ogle,,,,,1.0,-47.0,12.0,12649.0,18.0,105094.0
Illinois,Peoria,,,,,,,1.0,-47.0,3.0,11400.0
Illinois,Perry,,,,,,,,,,
Illinois,Piatt,,,,,,,,,,
Illinois,Pike,,,,,,,,,16.0,282654.0
Illinois,Pope,,,,,,,,,,
Illinois,Pulaski,,,,,,,,,,
Illinois,Putnam,,,,,,,,,2.0,-47.0
Illinois,Randolph,,,,,,,,,1.0,-47.0
Illinois,Richland,,,,,1.0,-47.0,,,8.0,42150.0
Illinois,RockIsland,,,,,1.0,-47.0,,,5.0,35776.0
Illinois,St.Clair,,,,,,,3.0,2460.0,1.0,-47.0
Illinois,Saline,,,1.0,178075.81624870727,,,,,10.0,-47.0
Illinois,Sangamon,,,,,,,1.0,-47.0,4.0,32600.0
Illinois,Schuyler,,,,,,,1.0,-47.0,4.0,52596.0
Illinois,Scott,,,,,,,,,2.0,-47.0
Illinois,Shelby,,,,,1.0,-47.0,5.0,6300.0,9.0,34539.0
Illinois,Stark,,,,,,,,,3.0,16500.0
Illinois,Stephenson,1.0,703390.0598189004,,,3.0,3452.0,10.0,8088.0,12.0,113492.0
Illinois,Tazewell,,,,,,,,,10.0,50008.0
Illinois,Union,,,,,,,,,,
Illinois,Vermilion,,,,,,,1.0,-47.0,5.0,9000.0
Illinois,Wabash,,,,,,,,,,
Illinois,Warren,,,,,,,3.0,2925.0,10.0,47590.0
Illinois,Washington,,,,,2.0,-47.0,,,12.0,133398.0
Illinois,Wayne,,,,,,,,,8.0,89140.0
Illinois,White,,,,,,,,,1.0,-47.0
Illinois,Whiteside,,,,,,,9.0,7374.0,18.0,82798.0
Illinois,Will,,,,,,,,,3.0,14090.0
Illinois,Williamson,,,,,,,1.0,-47.0,,
Illinois,Winnebago,,,,,,,4.0,2863.0,1.0,-47.0
Illinois,Woodford,,,,,,,,,16.0,181971.0
Indiana,Indiana,23.0,15598301.459185014,25.0,3854081.7545954753,43.0,127306.0,38.0,38654.0,618.0,4284060.0
Indiana,Adams,2.0,1356374.0399291315,,,1.0,-47.0,4.0,3200.0,25.0,161316.0
Indiana,Allen,,,,,,,,,7.0,39000.0
Indiana,Bartholomew,,,,,,,,,7.0,56600.0
Indiana,Benton,,,,,3.0,-47.0,,,,
Indiana,Blackford,,,,,,,,,5.0,-47.0
Indiana,Boone,,,,,,,,,3.0,18000.0
Indiana,Brown,,,,,,,,,,
Indiana,Carroll,,,,,,,2.0,-47.0,35.0,266075.0
Indiana,Cass,,,,,2.0,-47.0,,,12.0,45942.0
Indiana,Clark,,,1.0,154163.270183819,,,,,,
Indiana,Clay,,,,,,,,,,
Indiana,Clinton,1.0,678187.0199645658,,,,,,,17.0,102792.0
Indiana,Crawford,,,,,,,,,4.0,16200.0
Indiana,Daviess,,,,,,,,,9.0,26550.0
Indiana,Dearborn,,,,,,,,,,
Indiana,Decatur,,,,,1.0,-47.0,3.0,3230.0,22.0,172323.0
Indiana,DeKalb,,,,,1.0,-47.0,2.0,-47.0,,
Indiana,Delaware,,,,,,,,,3.0,12000.0
Indiana,Dubois,2.0,1356374.0399291315,,,1.0,-47.0,2.0,-47.0,9.0,31220.0
Indiana,Elkhart,,,2.0,308326.540367638,2.0,-47.0,1.0,-47.0,22.0,59908.0
Indiana,Fayette,,,,,,,,,,
Indiana,Floyd,,,,,,,,,,
Indiana,Fountain,,,,,,,,,2.0,-47.0
Indiana,Franklin,,,,,,,,,6.0,13160.0
Indiana,Fulton,,,,,,,1.0,-47.0,7.0,30580.0
Indiana,Gibson,,,,,2.0,-47.0,,,6.0,28400.0
Indiana,Grant,,,,,1.0,-47.0,,,6.0,25400.0
Indiana,Greene,,,,,,,,,3.0,-47.0
Indiana,Hamilton,,,,,,,,,,
Indiana,Hancock,,,,,,,,,12.0,93100.0
Indiana,Harrison,,,3.0,462489.810551457,,,,,,
Indiana,Hendricks,,,,,,,,,4.0,21690.0
Indiana,Henry,,,,,1.0,-47.0,,,4.0,26000.0
Indiana,Howard,,,,,,,,,3.0,-47.0
Indiana,Huntington,1.0,678187.0199645658,,,3.0,6537.0,,,8.0,68045.0
Indiana,Jackson,1.0,678187.0199645658,,,,,,,9.0,43480.0
Indiana,Jasper,,,,,6.0,-47.0,2.0,-47.0,17.0,172693.0
Indiana,Jay,6.0,4069122.1197873945,,,1.0,-47.0,8.0,6000.0,44.0,246000.0
Indiana,Jefferson,,,,,,,,,,
Indiana,Jennings,1.0,678187.0199645658,,,,,,,2.0,-47.0
Indiana,Johnson,,,,,,,,,,
Indiana,Knox,,,,,,,,,7.0,40110.0
Indiana,Kosciusko,1.0,678187.0199645658,2.0,308326.540367638,2.0,-47.0,2.0,-47.0,17.0,115367.0
Indiana,LaGrange,,,1.0,154163.270183819,,,4.0,3024.0,19.0,38330.0
Indiana,Lake,,,,,,,,,,
Indiana,LaPorte,,,,,3.0,3100.0,1.0,-47.0,4.0,6100.0
Indiana,Lawrence,,,,,,,,,,
Indiana,Madison,,,,,,,,,,
Indiana,Marion,,,,,,,,,,
Indiana,Marshall,,,,,3.0,6360.0,,,4.0,6400.0
Indiana,Martin,,,,,,,,,6.0,-47.0
Indiana,Miami,,,,,1.0,-47.0,,,23.0,225813.0
Indiana,Monroe,,,,,,,,,,
Indiana,Montgomery,,,,,,,,,2.0,-47.0
Indiana,Morgan,,,,,,,,,2.0,-47.0
Indiana,Newton,1.0,678187.0199645658,,,1.0,-47.0,,,5.0,55655.0
Indiana,Noble,,,,,1.0,-47.0,,,10.0,44166.0
Indiana,Ohio,,,,,,,,,,
Indiana,Orange,1.0,678187.0199645658,2.0,308326.540367638,,,,,1.0,-47.0
Indiana,Owen,,,,,,,,,,
Indiana,Parke,,,,,,,1.0,-47.0,,
Indiana,Perry,,,,,,,,,3.0,15976.0
Indiana,Pike,,,,,,,,,3.0,6800.0
Indiana,Porter,,,,,,,,,,
Indiana,Posey,,,,,,,,,3.0,-47.0
Indiana,Pulaski,1.0,678187.0199645658,,,1.0,-47.0,,,7.0,93700.0
Indiana,Putnam,,,,,,,,,6.0,77026.0
Indiana,Randolph,,,,,1.0,-47.0,1.0,-47.0,26.0,159860.0
Indiana,Ripley,,,,,,,,,7.0,20700.0
Indiana,Rush,,,,,,,,,14.0,71832.0
Indiana,St.Joseph,,,,,,,,,4.0,34295.0
Indiana,Scott,,,,,,,,,1.0,-47.0
Indiana,Shelby,,,,,,,,,2.0,-47.0
Indiana,Spencer,,,,,,,,,4.0,11410.0
Indiana,Starke,,,,,,,,,2.0,-47.0
Indiana,Steuben,,,,,1.0,-47.0,1.0,-47.0,2.0,-47.0
Indiana,Sullivan,,,,,,,,,,
Indiana,Switzerland,,,,,,,,,,
Indiana,Tippecanoe,,,,,,,,,7.0,57888.0
Indiana,Tipton,1.0,678187.0199645658,,,,,,,9.0,67700.0
Indiana,Union,,,,,,,,,2.0,-47.0
Indiana,Vanderburgh,,,,,,,,,,
Indiana,Vermillion,,,,,,,,,1.0,-47.0
Indiana,Vigo,,,,,,,,,,
Indiana,Wabash,1.0,678187.0199645658,,,1.0,-47.0,,,24.0,171567.0
Indiana,Warren,,,,,1.0,-47.0,,,1.0,-47.0
Indiana,Warrick,,,,,,,,,1.0,-47.0
Indiana,Washington,1.0,678187.0199645658,14.0,2158285.782573466,,,,,3.0,13000.0
Indiana,Wayne,,,,,,,,,3.0,19023.0
Indiana,Wells,2.0,1356374.0399291315,,,2.0,-47.0,,,24.0,254756.0
Indiana,White,,,,,,,1.0,-47.0,27.0,290488.0
Indiana,Whitley,,,,,,,2.0,-47.0,19.0,105824.0
Iowa,Iowa,33.0,27882642.822054263,10.0,2016143.5682952728,84.0,153880.0,756.0,1021116.0,3415.0,23455852.0
Iowa,Adair,1.0,844928.5703652807,,,,,1.0,-47.0,8.0,50134.0
Iowa,Adams,,,,,,,3.0,5613.0,10.0,48753.0
Iowa,Allamakee,,,1.0,201614.3568295273,5.0,5665.0,5.0,3225.0,18.0,123900.0
Iowa,Appanoose,,,,,,,,,,
Iowa,Audubon,,,,,,,12.0,14492.0,35.0,227555.0
Iowa,Benton,,,,,1.0,-47.0,2.0,-47.0,15.0,114773.0
Iowa,BlackHawk,,,,,,,7.0,4920.0,46.0,341940.0
Iowa,Boone,,,,,,,3.0,2480.0,17.0,128110.0
Iowa,Bremer,,,,,2.0,-47.0,4.0,3236.0,43.0,226500.0
Iowa,Buchanan,,,,,,,5.0,4160.0,55.0,334194.0
Iowa,BuenaVista,2.0,1689857.1407305615,,,,,7.0,8718.0,75.0,547853.0
Iowa,Butler,,,,,3.0,1818.0,2.0,-47.0,39.0,315305.0
Iowa,Calhoun,,,,,,,4.0,6416.0,44.0,336906.0
Iowa,Carroll,,,,,,,33.0,39767.0,74.0,678810.0
Iowa,Cass,1.0,844928.5703652807,,,1.0,-47.0,10.0,16061.0,7.0,100336.0
Iowa,Cedar,,,,,,,1.0,-47.0,40.0,263047.0
Iowa,CerroGordo,,,,,,,1.0,-47.0,18.0,107528.0
Iowa,Cherokee,,,,,,,22.0,20368.0,47.0,244212.0
Iowa,Chickasaw,,,,,1.0,-47.0,11.0,11003.0,33.0,326993.0
Iowa,Clarke,,,,,,,1.0,-47.0,3.0,96152.0
Iowa,Clay,1.0,844928.5703652807,,,,,8.0,12998.0,33.0,190143.0
Iowa,Clayton,,,,,3.0,2076.0,6.0,12919.0,35.0,318439.0
Iowa,Clinton,,,,,2.0,-47.0,15.0,13337.0,29.0,117960.0
Iowa,Crawford,,,,,,,5.0,5127.0,48.0,460626.0
Iowa,Dallas,1.0,844928.5703652807,,,,,4.0,12100.0,5.0,35460.0
Iowa,Davis,,,,,,,2.0,-47.0,8.0,109797.0
Iowa,Decatur,,,,,,,1.0,-47.0,6.0,63213.0
Iowa,Delaware,,,,,1.0,-47.0,43.0,34912.0,106.0,457206.0
Iowa,DesMoines,,,,,,,,,13.0,40845.0
Iowa,Dickinson,,,,,3.0,4500.0,10.0,9889.0,13.0,54548.0
Iowa,Dubuque,,,,,8.0,4995.0,29.0,30683.0,31.0,91713.0
Iowa,Emmet,1.0,844928.5703652807,,,,,2.0,-47.0,21.0,183186.0
Iowa,Fayette,1.0,844928.5703652807,,,,,12.0,9736.0,29.0,311826.0
Iowa,Floyd,,,,,,,6.0,4598.0,30.0,217582.0
Iowa,Franklin,1.0,844928.5703652807,,,,,2.0,-47.0,66.0,563275.0
Iowa,Fremont,,,,,,,1.0,-47.0,1.0,-47.0
Iowa,Greene,,,,,,,9.0,12827.0,36.0,240552.0
Iowa,Grundy,,,1.0,201614.3568295273,,,2.0,-47.0,34.0,215748.0
Iowa,Guthrie,1.0,844928.5703652807,,,,,2.0,-47.0,27.0,131678.0
Iowa,Hamilton,,,,,,,,,60.0,676560.0
Iowa,Hancock,3.0,2534785.711095842,,,,,2.0,-47.0,53.0,358592.0
Iowa,Hardin,1.0,844928.5703652807,,,,,3.0,1700.0,72.0,856750.0
Iowa,Harrison,,,5.0,1008071.7841476364,,,1.0,-47.0,5.0,22690.0
Iowa,Henry,,,,,,,6.0,3000.0,29.0,71684.0
Iowa,Howard,,,,,1.0,-47.0,6.0,8545.0,34.0,531434.0
Iowa,Humboldt,2.0,1689857.1407305615,,,,,2.0,-47.0,21.0,112238.0
Iowa,Ida,,,,,2.0,-47.0,10.0,14404.0,5.0,-47.0
Iowa,Iowa,,,,,,,4.0,4603.0,20.0,114244.0
Iowa,Jackson,,,1.0,201614.3568295273,,,25.0,24526.0,17.0,60731.0
Iowa,Jasper,,,,,,,4.0,3200.0,36.0,166157.0
Iowa,Jefferson,,,,,,,5.0,3060.0,14.0,56525.0
Iowa,Johnson,,,,,,,2.0,-47.0,38.0,155814.0
Iowa,Jones,,,,,,,12.0,11968.0,19.0,64230.0
Iowa,Keokuk,,,,,,,1.0,-47.0,35.0,166012.0
Iowa,Kossuth,,,,,1.0,-47.0,5.0,7237.0,97.0,537666.0
Iowa,Lee,,,,,,,,,16.0,61796.0
Iowa,Linn,,,,,,,4.0,3746.0,13.0,155370.0
Iowa,Louisa,,,,,,,,,36.0,328940.0
Iowa,Lucas,,,,,,,,,3.0,39834.0
Iowa,Lyon,1.0,844928.5703652807,,,11.0,22670.0,54.0,72996.0,207.0,959384.0
Iowa,Madison,1.0,844928.5703652807,,,,,,,8.0,54774.0
Iowa,Mahaska,1.0,844928.5703652807,,,,,4.0,7255.0,56.0,331363.0
Iowa,Marion,,,,,,,,,6.0,23000.0
Iowa,Marshall,,,,,1.0,-47.0,3.0,2801.0,25.0,144886.0
Iowa,Mills,,,,,,,,,,
Iowa,Mitchell,,,,,,,14.0,24427.0,34.0,230172.0
Iowa,Monona,,,,,,,,,3.0,-47.0
Iowa,Monroe,,,,,,,1.0,-47.0,1.0,-47.0
Iowa,Montgomery,,,,,,,4.0,4550.0,5.0,26039.0
Iowa,Muscatine,,,,,,,5.0,5983.0,24.0,67985.0
Iowa,O'Brien,1.0,844928.5703652807,,,2.0,-47.0,14.0,17745.0,140.0,466363.0
Iowa,Osceola,1.0,844928.5703652807,,,3.0,-47.0,18.0,28129.0,81.0,469791.0
Iowa,Page,,,,,,,4.0,3529.0,4.0,-47.0
Iowa,PaloAlto,1.0,844928.5703652807,,,,,13.0,11870.0,67.0,790658.0
Iowa,Plymouth,,,,,3.0,15664.0,24.0,37409.0,153.0,908929.0
Iowa,Pocahontas,,,,,2.0,-47.0,7.0,6700.0,22.0,291015.0
Iowa,Polk,,,,,,,,,1.0,-47.0
Iowa,Pottawattamie,,,,,,,19.0,20846.0,19.0,88202.0
Iowa,Poweshiek,1.0,844928.5703652807,,,1.0,-47.0,,,12.0,83014.0
Iowa,Ringgold,,,,,,,3.0,3834.0,7.0,93658.0
Iowa,Sac,,,,,,,19.0,28994.0,45.0,337676.0
Iowa,Scott,,,,,,,4.0,4509.0,10.0,273080.0
Iowa,Shelby,,,,,1.0,-47.0,11.0,14879.0,23.0,196748.0
Iowa,Sioux,3.0,2534785.711095842,,,12.0,25458.0,107.0,239924.0,286.0,1428669.0
Iowa,Story,,,,,,,5.0,6171.0,21.0,102793.0
Iowa,Tama,,,,,,,6.0,7105.0,31.0,147459.0
Iowa,Taylor,1.0,844928.5703652807,1.0,201614.3568295273,,,1.0,-47.0,5.0,54057.0
Iowa,Union,,,,,,,2.0,-47.0,6.0,91539.0
Iowa,VanBuren,,,,,,,,,14.0,115582.0
Iowa,Wapello,,,,,,,,,12.0,65200.0
Iowa,Warren,,,,,,,,,1.0,-47.0
Iowa,Washington,,,,,,,,,142.0,1476521.0
Iowa,Wayne,,,,,,,,,2.0,-47.0
Iowa,Webster,1.0,844928.5703652807,,,,,2.0,-47.0,32.0,160138.0
Iowa,Winnebago,1.0,844928.5703652807,,,,,1.0,-47.0,19.0,193677.0
Iowa,Winneshiek,,,1.0,201614.3568295273,12.0,9009.0,11.0,9469.0,32.0,150108.0
Iowa,Woodbury,,,,,2.0,-47.0,13.0,23440.0,6.0,36313.0
Iowa,Worth,,,,,,,,,11.0,39392.0
Iowa,Wright,4.0,3379714.281461123,,,,,2.0,-47.0,21.0,428948.0
Kansas,Kansas,1.0,614761.7154424418,,,30.0,158241.0,216.0,2480910.0,117.0,1875938.0
Kansas,Allen,,,,,,,,,,
Kansas,Anderson,,,,,,,,,,
Kansas,Atchison,,,,,,,,,,
Kansas,Barber,,,,,,,1.0,-47.0,,
Kansas,Barton,,,,,,,2.0,-47.0,3.0,10596.0
Kansas,Bourbon,,,,,,,,,,
Kansas,Brown,,,,,,,3.0,1933.0,4.0,10398.0
Kansas,Butler,,,,,,,26.0,23233.0,4.0,16800.0
Kansas,Chase,,,,,,,5.0,9380.0,,
Kansas,Chautauqua,,,,,,,,,,
Kansas,Cherokee,,,,,,,,,,
Kansas,Cheyenne,,,,,1.0,-47.0,3.0,-47.0,,
Kansas,Clark,,,,,,,5.0,-47.0,,
Kansas,Clay,,,,,,,4.0,2206.0,7.0,55090.0
Kansas,Cloud,,,,,,,,,,
Kansas,Coffey,,,,,,,1.0,-47.0,,
Kansas,Comanche,,,,,,,,,,
Kansas,Cowley,,,,,,,1.0,-47.0,,
Kansas,Crawford,,,,,,,,,,
Kansas,Decatur,,,,,,,2.0,-47.0,,
Kansas,Dickinson,,,,,,,2.0,-47.0,,
Kansas,Doniphan,,,,,,,,,,
Kansas,Douglas,,,,,,,1.0,-47.0,,
Kansas,Edwards,,,,,,,4.0,-47.0,,
Kansas,Elk,,,,,,,1.0,-47.0,,
Kansas,Ellis,,,,,,,4.0,2504.0,,
Kansas,Ellsworth,,,,,,,,,,
Kansas,Finney,,,,,1.0,-47.0,9.0,-47.0,,
Kansas,Ford,,,,,,,8.0,-47.0,,
Kansas,Franklin,,,,,,,3.0,5183.0,3.0,11300.0
Kansas,Geary,,,,,,,,,4.0,-47.0
Kansas,Gove,,,,,,,1.0,-47.0,,
Kansas,Graham,,,,,,,,,,
Kansas,Grant,,,,,1.0,-47.0,3.0,180042.0,2.0,-47.0
Kansas,Gray,,,,,3.0,27450.0,9.0,214905.0,1.0,-47.0
Kansas,Greeley,,,,,2.0,-47.0,1.0,-47.0,1.0,-47.0
Kansas,Greenwood,,,,,,,3.0,3300.0,,
Kansas,Hamilton,,,,,6.0,56338.0,2.0,-47.0,,
Kansas,Harper,,,,,,,,,,
Kansas,Harvey,,,,,,,2.0,-47.0,6.0,14900.0
Kansas,Haskell,,,,,,,6.0,-47.0,,
Kansas,Hodgeman,,,,,1.0,-47.0,2.0,-47.0,,
Kansas,Jackson,,,,,,,,,2.0,-47.0
Kansas,Jefferson,,,,,1.0,-47.0,,,,
Kansas,Jewell,,,,,,,,,,
Kansas,Johnson,,,,,,,,,,
Kansas,Kearny,,,,,2.0,-47.0,2.0,-47.0,1.0,-47.0
Kansas,Kingman,,,,,,,,,,
Kansas,Kiowa,,,,,,,,,,
Kansas,Labette,,,,,,,1.0,-47.0,,
Kansas,Lane,,,,,,,2.0,-47.0,,
Kansas,Leavenworth,,,,,,,,,,
Kansas,Lincoln,,,,,,,3.0,4950.0,,
Kansas,Linn,,,,,,,,,,
Kansas,Logan,,,,,,,1.0,-47.0,,
Kansas,Lyon,,,,,,,2.0,-47.0,,
Kansas,McPherson,,,,,,,4.0,14285.0,12.0,36307.0
Kansas,Marion,,,,,,,3.0,3954.0,14.0,32700.0
Kansas,Marshall,,,,,,,1.0,-47.0,3.0,6900.0
Kansas,Meade,,,,,1.0,-47.0,2.0,-47.0,,
Kansas,Miami,,,,,,,,,,
Kansas,Mitchell,,,,,,,2.0,-47.0,1.0,-47.0
Kansas,Montgomery,,,,,,,,,1.0,-47.0
Kansas,Morris,,,,,,,4.0,-47.0,,
Kansas,Morton,,,,,,,,,2.0,-47.0
Kansas,Nemaha,,,,,3.0,2335.0,4.0,8757.0,18.0,323270.0
Kansas,Neosho,,,,,,,,,,
Kansas,Ness,,,,,,,,,,
Kansas,Norton,,,,,,,3.0,4132.0,1.0,-47.0
Kansas,Osage,,,,,,,,,,
Kansas,Osborne,,,,,,,,,,
Kansas,Ottawa,,,,,,,1.0,-47.0,,
Kansas,Pawnee,,,,,,,1.0,-47.0,,
Kansas,Phillips,,,,,,,1.0,-47.0,4.0,-47.0
Kansas,Pottawatomie,,,,,,,3.0,1900.0,1.0,-47.0
Kansas,Pratt,,,,,,,3.0,-47.0,2.0,-47.0
Kansas,Rawlins,,,,,,,,,,
Kansas,Reno,,,,,,,6.0,-47.0,2.0,-47.0
Kansas,Republic,,,,,,,2.0,-47.0,,
Kansas,Rice,1.0,614761.7154424418,,,,,7.0,-47.0,1.0,-47.0
Kansas,Riley,,,,,,,,,1.0,-47.0
Kansas,Rooks,,,,,,,1.0,-47.0,,
Kansas,Rush,,,,,,,,,1.0,-47.0
Kansas,Russell,,,,,,,1.0,-47.0,,
Kansas,Saline,,,,,,,,,,
Kansas,Scott,,,,,1.0,-47.0,12.0,280485.0,2.0,-47.0
Kansas,Sedgwick,,,,,,,,,,
Kansas,Seward,,,,,1.0,-47.0,3.0,-47.0,,
Kansas,Shawnee,,,,,,,,,,
Kansas,Sheridan,,,,,,,5.0,-47.0,,
Kansas,Sherman,,,,,,,2.0,-47.0,,
Kansas,Smith,,,,,,,4.0,9997.0,,
Kansas,Stafford,,,,,,,2.0,-47.0,1.0,-47.0
Kansas,Stanton,,,,,1.0,-47.0,1.0,-47.0,1.0,-47.0
Kansas,Stevens,,,,,1.0,-47.0,2.0,-47.0,1.0,-47.0
Kansas,Sumner,,,,,,,,,,
Kansas,Thomas,,,,,1.0,-47.0,3.0,-47.0,,
